do you love,about_VA
Do you like,about_VA
do you hate,about_VA
when were you born,about_VA
what types of food do you like,about_VA
whats your name,about_VA
what's your name,about_VA
whats your favorite movie,about_VA
whats your favorite color,about_VA
what's your favorite,about_VA
what's your,about_VA
your name,about_VA
what music do you like,about_VA
what is your name,about_VA
what is your favourite music,about_VA
what is your favourite colour,about_VA
what do i call you,about_VA
what are you called,about_VA
tell me your favorite color,about_VA
know any jokes,about_VA
I want to date you,about_VA
i want jokes,about_VA
how tall are you,about_VA
how old are you,about_VA
how much do you weigh,about_VA
hey,about_VA
What do I have in the fridge?,available_ingredients
What is still left?,available_ingredients
What can I cook with today?,available_ingredients
Is there something in the fridge?,available_ingredients
I have eaten everything already?,available_ingredients
I have something to eat?,available_ingredients
I have something to cook?,available_ingredients
tell me what ingredients I have in the fridge,available_ingredients
make me a summary of what I have,available_ingredients
what ingredients do we have?,available_ingredients
let's see! what do we have for today?,available_ingredients
what are you capable of,capabilities
What makes you different from Siri or Google,capabilities
what question,capabilities
what should i ask,capabilities
what things can you do,capabilities
why should I use you,capabilities
i want to see how this demo works,capabilities
lets go,capabilities
need help,capabilities
ok watson,capabilities
how close is,capabilities
how can you help me,capabilities
How are you going to help me,capabilities
hi where am i,capabilities
Hi! what could you do ?,capabilities
help me,capabilities
help,capabilities
Hello can i have some help,capabilities
do you know something about cognitive?,capabilities
Do you do anything else?,capabilities
do you do anything else,capabilities
can you speak something with me?,capabilities
can you read me,capabilities
can you learn something new?,capabilities
Can you hear me?,capabilities
can you harm me?,capabilities
Can you drive anywhere else?,capabilities
can you do this?,capabilities
CAN YOU DO OTHER THING?,capabilities
can you do more than that?,capabilities
can you do it?,capabilities
can you do coding ?,capabilities
Can you do anything that helps me drive?,capabilities
can you direct me please?,capabilities
can u please do that,capabilities
can i training you?,capabilities
Can I teach you,capabilities
can I manipulate the,capabilities
but can I ask you,capabilities
so what did you learn?,capabilities
tell me a joke,capabilities
tell me joke,capabilities
tell me jokes,capabilities
tell me some jokes,capabilities
tell me what things you can do,capabilities
Tell me what to do.,capabilities
tell me what you can do,capabilities
What are you,capabilities
what are your benefits,capabilities
What are your functions?,capabilities
What ca I ask?,capabilities
what can I do,capabilities
What can i say,capabilities
what can you do,capabilities
