do you love,about_VA
hey, whats your name?,about_VA
how much do you weigh,about_VA
how old are you,about_VA
how tall are you,about_VA
i want jokes,about_VA
I want to date you,about_VA
know any jokes,about_VA
tell me your favorite color,about_VA
what are you called,about_VA
what do i call you,about_VA
what is your favourite colour,about_VA
what is your favourite music,about_VA
what is your name,about_VA
what music do you like,about_VA
your name,about_VA
what's your,about_VA
what's your favorite,about_VA
whats your favorite color,about_VA
whats your favorite movie,about_VA
what's your name,about_VA
whats your name,about_VA
what types of food do you like,about_VA
when were you born,about_VA
do you hate,about_VA
Do you like,about_VA
what are you capable of,capabilities
What makes you different from Siri or Google,capabilities
what question,capabilities
what should i ask,capabilities
what things can you do,capabilities
why should I use you,capabilities
i want to see how this demo works,capabilities
lets go,capabilities
need help,capabilities
ok watson, why should I use you,capabilities
how close is,capabilities
how can you help me,capabilities
How are you going to help me,capabilities
hi where am i,capabilities
Hi! what could you do ?,capabilities
help me,capabilities
help,capabilities
Hello can i have some help,capabilities
do you know something about cognitive?,capabilities
Do you do anything else?,capabilities
do you do anything else,capabilities
can you speak something with me?,capabilities
can you read me,capabilities
can you learn something new?,capabilities
Can you hear me?,capabilities
can you harm me?,capabilities
Can you drive anywhere else?,capabilities
can you do this?,capabilities
CAN YOU DO OTHER THING?,capabilities
can you do more than that?,capabilities
can you do it?,capabilities
can you do coding ?,capabilities
Can you do anything that helps me drive?,capabilities
can you direct me please?,capabilities
can u please do that,capabilities
can i training you?,capabilities
Can I teach you,capabilities
can I manipulate the,capabilities
but can I ask you,capabilities
so what did you learn?,capabilities
tell me a joke,capabilities
tell me joke,capabilities
tell me jokes,capabilities
tell me some jokes,capabilities
tell me what things you can do,capabilities
Tell me what to do.,capabilities
tell me what you can do,capabilities
What are you,capabilities
what are your benefits,capabilities
What are your functions?,capabilities
What ca I ask?,capabilities
what can I do,capabilities
What can i say,capabilities
what can you do,capabilities
what canyou do,capabilities
what can you do for me,capabilities
what can you help me with,capabilities
what capabilities you have,capabilities
what care you capablities,capabilities
what did you learn,capabilities
what do you have?,capabilities
What do you have,capabilities
what do you know,capabilities
what else,capabilities
what are your capabilities Watson,capabilities
no thank,decision_replies
not a clue,decision_replies
yes definitely,decision_replies
yes,decision_replies
maybe,decision_replies
no,decision_replies
yes please,decision_replies
no thanks watson,decision_replies
No thank you,decision_replies
yes thanks,decision_replies
goodbye,goodbyes
good bye,goodbyes
good day,goodbyes
good night,goodbyes
gotta go,goodbyes
gotta run,goodbyes
Have a nice day,goodbyes
ok bye,goodbyes
I'm leaving,goodbyes
i said goodbye,goodbyes
later,goodbyes
laters,goodbyes
leave,goodbyes
logging off,goodbyes
my time is up,goodbyes
nice day,goodbyes
no, bye!,goodbyes
swag out,goodbyes
thanks byebye,goodbyes
then bye,goodbyes
toodles,goodbyes
hey stop here,goodbyes
out of time,goodbyes
over and out,goodbyes
run,goodbyes
see ya,goodbyes
see ya later,goodbyes
see ya soon,goodbyes
see you,goodbyes
should be going,goodbyes
should go,goodbyes
shutdown,goodbyes
shut down,goodbyes
signing off,goodbyes
so long,goodbyes
